pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
Generating data ... n_rollout=90, time_step=75
Training data generated, warpping up stats ...
stats warmed done!
Generating data ... n_rollout=10, time_step=75
Training data generated, warpping up stats ...
phase: valid
Loading stat from data/data_PassWater/stat.h5 ...
stats warmed done!
data generate done!
dataloaders generate done!
particle encoder input size:  18
particle encoder input size:  18
Number of parameters: 1075610
train [0/1000][0/6660] n_relations: 8937, Loss: 0.965584, Agg: 0.965584
train [45/1000][4800/6660] n_relations: 13729, Loss: 0.271130, Agg: 0.358322
train [45/1000][5000/6660] n_relations: 5638, Loss: 0.307413, Agg: 0.358080
train [45/1000][5200/6660] n_relations: 10391, Loss: 0.384743, Agg: 0.358108
train [45/1000][5400/6660] n_relations: 5248, Loss: 0.465201, Agg: 0.358289
train [45/1000][5600/6660] n_relations: 4875, Loss: 0.377391, Agg: 0.358638
train [45/1000][5800/6660] n_relations: 19477, Loss: 0.432171, Agg: 0.358631
train [45/1000][6000/6660] n_relations: 6866, Loss: 0.429534, Agg: 0.358574
train [45/1000][6200/6660] n_relations: 5218, Loss: 0.393112, Agg: 0.358870
train [45/1000][6400/6660] n_relations: 17166, Loss: 0.384861, Agg: 0.358548
train [45/1000][6600/6660] n_relations: 19399, Loss: 0.527098, Agg: 0.358606
train [45/1000] Loss: 0.3586, Best valid: 0.3641
valid [45/1000][0/740] n_relations: 11872, Loss: 0.160160, Agg: 0.160160
valid [45/1000][200/740] n_relations: 13927, Loss: 0.273539, Agg: 0.380655
valid [45/1000][400/740] n_relations: 11193, Loss: 0.348566, Agg: 0.350591
valid [45/1000][600/740] n_relations: 7175, Loss: 0.371587, Agg: 0.361058
valid [45/1000] Loss: 0.3623, Best valid: 0.3641
train [46/1000][0/6660] n_relations: 18643, Loss: 0.289035, Agg: 0.289035
train [46/1000][200/6660] n_relations: 5850, Loss: 0.619170, Agg: 0.364204
train [46/1000][400/6660] n_relations: 19586, Loss: 0.481825, Agg: 0.364332
train [46/1000][600/6660] n_relations: 6524, Loss: 0.260578, Agg: 0.361492
train [46/1000][800/6660] n_relations: 6209, Loss: 0.375652, Agg: 0.363905
train [46/1000][1000/6660] n_relations: 7718, Loss: 0.309335, Agg: 0.362373
train [46/1000][1200/6660] n_relations: 16178, Loss: 0.328162, Agg: 0.362584
train [46/1000][1400/6660] n_relations: 11081, Loss: 0.418825, Agg: 0.361690
train [46/1000][1600/6660] n_relations: 5523, Loss: 0.359143, Agg: 0.360894
train [46/1000][1800/6660] n_relations: 19431, Loss: 0.385823, Agg: 0.361672
train [46/1000][2000/6660] n_relations: 5377, Loss: 0.360167, Agg: 0.360834
train [46/1000][2200/6660] n_relations: 9693, Loss: 0.330585, Agg: 0.360572
train [46/1000][2400/6660] n_relations: 11517, Loss: 0.430624, Agg: 0.360466
train [46/1000][2600/6660] n_relations: 5062, Loss: 0.347998, Agg: 0.359735
train [46/1000][2800/6660] n_relations: 6867, Loss: 0.277319, Agg: 0.358750
train [46/1000][3000/6660] n_relations: 3667, Loss: 0.469771, Agg: 0.358579
train [46/1000][3200/6660] n_relations: 16909, Loss: 0.457063, Agg: 0.358857
train [46/1000][3400/6660] n_relations: 6650, Loss: 0.302058, Agg: 0.359595
train [46/1000][3600/6660] n_relations: 10743, Loss: 0.311903, Agg: 0.359164
train [46/1000][3800/6660] n_relations: 23434, Loss: 0.279555, Agg: 0.358991
train [46/1000][4000/6660] n_relations: 15857, Loss: 0.323870, Agg: 0.358651
train [46/1000][4200/6660] n_relations: 8949, Loss: 0.356659, Agg: 0.358778
train [46/1000][4400/6660] n_relations: 4534, Loss: 0.431741, Agg: 0.358875
train [46/1000][4600/6660] n_relations: 12485, Loss: 0.393161, Agg: 0.358402
train [46/1000][4800/6660] n_relations: 6664, Loss: 0.225892, Agg: 0.358493
train [46/1000][5000/6660] n_relations: 14095, Loss: 0.210501, Agg: 0.358558
train [46/1000][5200/6660] n_relations: 5759, Loss: 0.243580, Agg: 0.358080
train [46/1000][5400/6660] n_relations: 9650, Loss: 0.335499, Agg: 0.358022
train [46/1000][5600/6660] n_relations: 13879, Loss: 0.316812, Agg: 0.357972
train [46/1000][5800/6660] n_relations: 13358, Loss: 0.228404, Agg: 0.357671
train [46/1000][6000/6660] n_relations: 10109, Loss: 0.392500, Agg: 0.357441
train [46/1000][6200/6660] n_relations: 12169, Loss: 0.304283, Agg: 0.357602
train [46/1000][6400/6660] n_relations: 11291, Loss: 0.318314, Agg: 0.357503
train [46/1000][6600/6660] n_relations: 10085, Loss: 0.501423, Agg: 0.357627
train [46/1000] Loss: 0.3575, Best valid: 0.3623
valid [46/1000][0/740] n_relations: 11872, Loss: 0.148219, Agg: 0.148219
valid [46/1000][200/740] n_relations: 13927, Loss: 0.268148, Agg: 0.376814
valid [46/1000][400/740] n_relations: 11193, Loss: 0.337095, Agg: 0.347979
valid [46/1000][600/740] n_relations: 7175, Loss: 0.391771, Agg: 0.359361
valid [46/1000] Loss: 0.3614, Best valid: 0.3623
train [47/1000][0/6660] n_relations: 3309, Loss: 0.396516, Agg: 0.396516
train [47/1000][200/6660] n_relations: 7830, Loss: 0.344424, Agg: 0.351316
train [47/1000][400/6660] n_relations: 10924, Loss: 0.390410, Agg: 0.353528
train [47/1000][600/6660] n_relations: 4452, Loss: 0.315270, Agg: 0.353684
train [47/1000][800/6660] n_relations: 9065, Loss: 0.349206, Agg: 0.353955
train [47/1000][1000/6660] n_relations: 4644, Loss: 0.259429, Agg: 0.353445
train [47/1000][1200/6660] n_relations: 5750, Loss: 0.369829, Agg: 0.353500
train [47/1000][1400/6660] n_relations: 19256, Loss: 0.397005, Agg: 0.351755
train [47/1000][1600/6660] n_relations: 9808, Loss: 0.377657, Agg: 0.354206
train [47/1000][1800/6660] n_relations: 4789, Loss: 0.260890, Agg: 0.353970
train [47/1000][2000/6660] n_relations: 8986, Loss: 0.311226, Agg: 0.353689
train [47/1000][2200/6660] n_relations: 5294, Loss: 0.292127, Agg: 0.354206
train [47/1000][2400/6660] n_relations: 9328, Loss: 0.306578, Agg: 0.354433
train [47/1000][2600/6660] n_relations: 15740, Loss: 0.408133, Agg: 0.354822
train [47/1000][2800/6660] n_relations: 22475, Loss: 0.503807, Agg: 0.354806
train [47/1000][3000/6660] n_relations: 6161, Loss: 0.373224, Agg: 0.354694
train [47/1000][3200/6660] n_relations: 5101, Loss: 0.352444, Agg: 0.354422
train [47/1000][3400/6660] n_relations: 19067, Loss: 0.343983, Agg: 0.354985
train [47/1000][3600/6660] n_relations: 7036, Loss: 0.427451, Agg: 0.354838
train [47/1000][3800/6660] n_relations: 5395, Loss: 0.311348, Agg: 0.354297
train [47/1000][4000/6660] n_relations: 5560, Loss: 0.250524, Agg: 0.354077
train [47/1000][4200/6660] n_relations: 9582, Loss: 0.326237, Agg: 0.354280
train [47/1000][4400/6660] n_relations: 14294, Loss: 0.276287, Agg: 0.354362
train [47/1000][4600/6660] n_relations: 10249, Loss: 0.331359, Agg: 0.354696
train [47/1000][4800/6660] n_relations: 20093, Loss: 0.538417, Agg: 0.354696
train [47/1000][5000/6660] n_relations: 5544, Loss: 0.225008, Agg: 0.354625
train [47/1000][5200/6660] n_relations: 6805, Loss: 0.244902, Agg: 0.354256
train [47/1000][5400/6660] n_relations: 9031, Loss: 0.398836, Agg: 0.354325
train [47/1000][5600/6660] n_relations: 10589, Loss: 0.247811, Agg: 0.354581
train [47/1000][5800/6660] n_relations: 5766, Loss: 0.302810, Agg: 0.354575
train [47/1000][6000/6660] n_relations: 9705, Loss: 0.306088, Agg: 0.354525
train [47/1000][6200/6660] n_relations: 16849, Loss: 0.530095, Agg: 0.354781
train [47/1000][6400/6660] n_relations: 13778, Loss: 0.372181, Agg: 0.355014
train [47/1000][6600/6660] n_relations: 8174, Loss: 0.417848, Agg: 0.355276
train [47/1000] Loss: 0.3552, Best valid: 0.3614
valid [47/1000][0/740] n_relations: 11872, Loss: 0.127930, Agg: 0.127930
valid [47/1000][200/740] n_relations: 13927, Loss: 0.264933, Agg: 0.375729
valid [47/1000][400/740] n_relations: 11193, Loss: 0.335845, Agg: 0.346195
valid [47/1000][600/740] n_relations: 7175, Loss: 0.376984, Agg: 0.357251
valid [47/1000] Loss: 0.3587, Best valid: 0.3614
train [48/1000][0/6660] n_relations: 7081, Loss: 0.451884, Agg: 0.451884
train [48/1000][200/6660] n_relations: 21657, Loss: 0.478739, Agg: 0.353683
train [48/1000][400/6660] n_relations: 13937, Loss: 0.226159, Agg: 0.351688
train [48/1000][600/6660] n_relations: 11539, Loss: 0.366487, Agg: 0.351888
train [48/1000][800/6660] n_relations: 8143, Loss: 0.367658, Agg: 0.350820
train [48/1000][1000/6660] n_relations: 12878, Loss: 0.380737, Agg: 0.353002
train [48/1000][1200/6660] n_relations: 7759, Loss: 0.561737, Agg: 0.354568
train [48/1000][1400/6660] n_relations: 4844, Loss: 0.397562, Agg: 0.352157
train [48/1000][1600/6660] n_relations: 5312, Loss: 0.338490, Agg: 0.351496
train [48/1000][1800/6660] n_relations: 14279, Loss: 0.346409, Agg: 0.352238
train [48/1000][2000/6660] n_relations: 5144, Loss: 0.398059, Agg: 0.352419
train [48/1000][2200/6660] n_relations: 8722, Loss: 0.446420, Agg: 0.352031
train [48/1000][2400/6660] n_relations: 9250, Loss: 0.352368, Agg: 0.351095
train [48/1000][2600/6660] n_relations: 5444, Loss: 0.338477, Agg: 0.351623
train [48/1000][2800/6660] n_relations: 11306, Loss: 0.383741, Agg: 0.352135
train [48/1000][3000/6660] n_relations: 7376, Loss: 0.398546, Agg: 0.352095
train [48/1000][3200/6660] n_relations: 6554, Loss: 0.496628, Agg: 0.352499
train [48/1000][3400/6660] n_relations: 15754, Loss: 0.292441, Agg: 0.352120
train [48/1000][3600/6660] n_relations: 9540, Loss: 0.359767, Agg: 0.352380
train [48/1000][3800/6660] n_relations: 10649, Loss: 0.243826, Agg: 0.352190
train [48/1000][4000/6660] n_relations: 4763, Loss: 0.405611, Agg: 0.352192
train [48/1000][4200/6660] n_relations: 7071, Loss: 0.267120, Agg: 0.352734
train [48/1000][4400/6660] n_relations: 16846, Loss: 0.362237, Agg: 0.352531
train [48/1000][4600/6660] n_relations: 4670, Loss: 0.481774, Agg: 0.352820
train [48/1000][4800/6660] n_relations: 7508, Loss: 0.346022, Agg: 0.352656
train [48/1000][5000/6660] n_relations: 18675, Loss: 0.380791, Agg: 0.352948
train [48/1000][5200/6660] n_relations: 8949, Loss: 0.363392, Agg: 0.352769
train [48/1000][5400/6660] n_relations: 4965, Loss: 0.435497, Agg: 0.353221
train [48/1000][5600/6660] n_relations: 4077, Loss: 0.353303, Agg: 0.353235
train [48/1000][5800/6660] n_relations: 15476, Loss: 0.462561, Agg: 0.353352
train [48/1000][6000/6660] n_relations: 19633, Loss: 0.362361, Agg: 0.353542
train [48/1000][6200/6660] n_relations: 14539, Loss: 0.346450, Agg: 0.353632
train [48/1000][6400/6660] n_relations: 16181, Loss: 0.313139, Agg: 0.353838
train [48/1000][6600/6660] n_relations: 4480, Loss: 0.423786, Agg: 0.353611
train [48/1000] Loss: 0.3535, Best valid: 0.3587
valid [48/1000][0/740] n_relations: 11872, Loss: 0.187445, Agg: 0.187445
valid [48/1000][200/740] n_relations: 13927, Loss: 0.262204, Agg: 0.375318
valid [48/1000][400/740] n_relations: 11193, Loss: 0.341619, Agg: 0.345072
valid [48/1000][600/740] n_relations: 7175, Loss: 0.368630, Agg: 0.355515
valid [48/1000] Loss: 0.3567, Best valid: 0.3587
train [49/1000][0/6660] n_relations: 4655, Loss: 0.265934, Agg: 0.265934
train [49/1000][200/6660] n_relations: 10014, Loss: 0.411936, Agg: 0.349951
train [49/1000][400/6660] n_relations: 11455, Loss: 0.301362, Agg: 0.349293
train [49/1000][600/6660] n_relations: 18675, Loss: 0.380386, Agg: 0.348718
train [49/1000][800/6660] n_relations: 10567, Loss: 0.422883, Agg: 0.347263
train [49/1000][1000/6660] n_relations: 18485, Loss: 0.271650, Agg: 0.348545
train [49/1000][1200/6660] n_relations: 5813, Loss: 0.417770, Agg: 0.351443
train [49/1000][1400/6660] n_relations: 3355, Loss: 0.335162, Agg: 0.351294
train [49/1000][1600/6660] n_relations: 17887, Loss: 0.445195, Agg: 0.352002
train [49/1000][1800/6660] n_relations: 4985, Loss: 0.461159, Agg: 0.351794
train [49/1000][2000/6660] n_relations: 12107, Loss: 0.480815, Agg: 0.353652
train [49/1000][2200/6660] n_relations: 10818, Loss: 0.291310, Agg: 0.353351
train [49/1000][2400/6660] n_relations: 5221, Loss: 0.330419, Agg: 0.352749
train [49/1000][2600/6660] n_relations: 19457, Loss: 0.277391, Agg: 0.352897
train [49/1000][2800/6660] n_relations: 15689, Loss: 0.311239, Agg: 0.352665
train [49/1000][3000/6660] n_relations: 5353, Loss: 0.384270, Agg: 0.352127
train [49/1000][3200/6660] n_relations: 5915, Loss: 0.451905, Agg: 0.351973
train [49/1000][3400/6660] n_relations: 3695, Loss: 0.379560, Agg: 0.352596
train [49/1000][3600/6660] n_relations: 15793, Loss: 0.414043, Agg: 0.352581
train [49/1000][3800/6660] n_relations: 10820, Loss: 0.280980, Agg: 0.352911
train [49/1000][4000/6660] n_relations: 23680, Loss: 0.292955, Agg: 0.353088
train [49/1000][4200/6660] n_relations: 4691, Loss: 0.344028, Agg: 0.352899
train [49/1000][4400/6660] n_relations: 10074, Loss: 0.388403, Agg: 0.352344
train [49/1000][4600/6660] n_relations: 4442, Loss: 0.401271, Agg: 0.352443
train [49/1000][4800/6660] n_relations: 9717, Loss: 0.277221, Agg: 0.352544
train [49/1000][5000/6660] n_relations: 11043, Loss: 0.265840, Agg: 0.352210
train [49/1000][5200/6660] n_relations: 6055, Loss: 0.530861, Agg: 0.352182
train [49/1000][5400/6660] n_relations: 8535, Loss: 0.312854, Agg: 0.352102
train [49/1000][5600/6660] n_relations: 19413, Loss: 0.362015, Agg: 0.351875
train [49/1000][5800/6660] n_relations: 14094, Loss: 0.305713, Agg: 0.352085
train [49/1000][6000/6660] n_relations: 4019, Loss: 0.305952, Agg: 0.351983
train [49/1000][6200/6660] n_relations: 19285, Loss: 0.290336, Agg: 0.352162
train [49/1000][6400/6660] n_relations: 5079, Loss: 0.343689, Agg: 0.351942
train [49/1000][6600/6660] n_relations: 10764, Loss: 0.395007, Agg: 0.352055
train [49/1000] Loss: 0.3520, Best valid: 0.3567
valid [49/1000][0/740] n_relations: 11872, Loss: 0.142770, Agg: 0.142770
valid [49/1000][200/740] n_relations: 13927, Loss: 0.260198, Agg: 0.368689
valid [49/1000][400/740] n_relations: 11193, Loss: 0.328891, Agg: 0.340342
valid [49/1000][600/740] n_relations: 7175, Loss: 0.370171, Agg: 0.350851
valid [49/1000] Loss: 0.3526, Best valid: 0.3567
train [50/1000][0/6660] n_relations: 8145, Loss: 0.292857, Agg: 0.292857
train [50/1000][200/6660] n_relations: 15336, Loss: 0.264583, Agg: 0.348197
train [50/1000][400/6660] n_relations: 11491, Loss: 0.299188, Agg: 0.346847
train [50/1000][600/6660] n_relations: 8540, Loss: 0.363222, Agg: 0.348780
train [50/1000][800/6660] n_relations: 6844, Loss: 0.379280, Agg: 0.350186
train [50/1000][1000/6660] n_relations: 6411, Loss: 0.219714, Agg: 0.351264
train [50/1000][1200/6660] n_relations: 9525, Loss: 0.366071, Agg: 0.351788
train [50/1000][1400/6660] n_relations: 9334, Loss: 0.280414, Agg: 0.350802
train [50/1000][1600/6660] n_relations: 19122, Loss: 0.443507, Agg: 0.350619
train [50/1000][1800/6660] n_relations: 5162, Loss: 0.372337, Agg: 0.350074
train [50/1000][2000/6660] n_relations: 8244, Loss: 0.338545, Agg: 0.350480
train [50/1000][2200/6660] n_relations: 7069, Loss: 0.311409, Agg: 0.350642
train [50/1000][2400/6660] n_relations: 6296, Loss: 0.403278, Agg: 0.351141
train [50/1000][2600/6660] n_relations: 5260, Loss: 0.353052, Agg: 0.350928
train [50/1000][2800/6660] n_relations: 9499, Loss: 0.279586, Agg: 0.350783
train [50/1000][3000/6660] n_relations: 10900, Loss: 0.272704, Agg: 0.350308
train [50/1000][3200/6660] n_relations: 18853, Loss: 0.365479, Agg: 0.350504
train [50/1000][3400/6660] n_relations: 13524, Loss: 0.399397, Agg: 0.350142
train [50/1000][3600/6660] n_relations: 5810, Loss: 0.249790, Agg: 0.349716
train [50/1000][3800/6660] n_relations: 8125, Loss: 0.345719, Agg: 0.349445
train [50/1000][4000/6660] n_relations: 5549, Loss: 0.401287, Agg: 0.349418
train [50/1000][4200/6660] n_relations: 3414, Loss: 0.400951, Agg: 0.349952
train [50/1000][4400/6660] n_relations: 13541, Loss: 0.258532, Agg: 0.349885
train [50/1000][4600/6660] n_relations: 3309, Loss: 0.448529, Agg: 0.349760
train [50/1000][4800/6660] n_relations: 9928, Loss: 0.402369, Agg: 0.349923
train [50/1000][5000/6660] n_relations: 14122, Loss: 0.255685, Agg: 0.350222
train [50/1000][5200/6660] n_relations: 12898, Loss: 0.347997, Agg: 0.349823
train [50/1000][5400/6660] n_relations: 6182, Loss: 0.413499, Agg: 0.349691
train [50/1000][5600/6660] n_relations: 11013, Loss: 0.444868, Agg: 0.349748
train [50/1000][5800/6660] n_relations: 6710, Loss: 0.324847, Agg: 0.349756
train [50/1000][6000/6660] n_relations: 18859, Loss: 0.398455, Agg: 0.349586
train [50/1000][6200/6660] n_relations: 11247, Loss: 0.307941, Agg: 0.349835
train [50/1000][6400/6660] n_relations: 4589, Loss: 0.334511, Agg: 0.350254
train [50/1000][6600/6660] n_relations: 7161, Loss: 0.350521, Agg: 0.350287
train [50/1000] Loss: 0.3503, Best valid: 0.3526
valid [50/1000][0/740] n_relations: 11872, Loss: 0.159687, Agg: 0.159687
valid [50/1000][200/740] n_relations: 13927, Loss: 0.260070, Agg: 0.374534
valid [50/1000][400/740] n_relations: 11193, Loss: 0.339484, Agg: 0.344462
valid [50/1000][600/740] n_relations: 7175, Loss: 0.379676, Agg: 0.354531
valid [50/1000] Loss: 0.3559, Best valid: 0.3526
train [51/1000][0/6660] n_relations: 4554, Loss: 0.314976, Agg: 0.314976
train [51/1000][200/6660] n_relations: 7888, Loss: 0.433360, Agg: 0.342360
train [51/1000][400/6660] n_relations: 8972, Loss: 0.413448, Agg: 0.345122
train [51/1000][600/6660] n_relations: 5794, Loss: 0.376606, Agg: 0.341081
train [51/1000][800/6660] n_relations: 9220, Loss: 0.406760, Agg: 0.344982
train [51/1000][1000/6660] n_relations: 8796, Loss: 0.421879, Agg: 0.346176
train [51/1000][1200/6660] n_relations: 18929, Loss: 0.342379, Agg: 0.346911
train [51/1000][1400/6660] n_relations: 5998, Loss: 0.288185, Agg: 0.347098
train [51/1000][1600/6660] n_relations: 19923, Loss: 0.243995, Agg: 0.347692
train [51/1000][1800/6660] n_relations: 9704, Loss: 0.257847, Agg: 0.347622
train [51/1000][2000/6660] n_relations: 18907, Loss: 0.320166, Agg: 0.348627
train [51/1000][2200/6660] n_relations: 5432, Loss: 0.337778, Agg: 0.348854
train [51/1000][2400/6660] n_relations: 9468, Loss: 0.294734, Agg: 0.348699
train [51/1000][2600/6660] n_relations: 5545, Loss: 0.429064, Agg: 0.348844
train [51/1000][2800/6660] n_relations: 19267, Loss: 0.363676, Agg: 0.348931
train [51/1000][3000/6660] n_relations: 4680, Loss: 0.334144, Agg: 0.349444
train [51/1000][3200/6660] n_relations: 10736, Loss: 0.213354, Agg: 0.348612
train [51/1000][3400/6660] n_relations: 5790, Loss: 0.292494, Agg: 0.347893
train [51/1000][3600/6660] n_relations: 3669, Loss: 0.297864, Agg: 0.347730
train [51/1000][3800/6660] n_relations: 11755, Loss: 0.528102, Agg: 0.348012
train [51/1000][4000/6660] n_relations: 9482, Loss: 0.315041, Agg: 0.347241
train [51/1000][4200/6660] n_relations: 11381, Loss: 0.254630, Agg: 0.347497
train [51/1000][4400/6660] n_relations: 8304, Loss: 0.396312, Agg: 0.347312
train [51/1000][4600/6660] n_relations: 6245, Loss: 0.418185, Agg: 0.347518
train [51/1000][4800/6660] n_relations: 13241, Loss: 0.242874, Agg: 0.347993
train [51/1000][5000/6660] n_relations: 4671, Loss: 0.375954, Agg: 0.347653
train [51/1000][5200/6660] n_relations: 12789, Loss: 0.247619, Agg: 0.347637
train [51/1000][5400/6660] n_relations: 5717, Loss: 0.266388, Agg: 0.347999
train [51/1000][5600/6660] n_relations: 6759, Loss: 0.426778, Agg: 0.347827
train [51/1000][5800/6660] n_relations: 14965, Loss: 0.484645, Agg: 0.347819
train [51/1000][6000/6660] n_relations: 5980, Loss: 0.325850, Agg: 0.348030
train [51/1000][6200/6660] n_relations: 15944, Loss: 0.326788, Agg: 0.348365
train [51/1000][6400/6660] n_relations: 6996, Loss: 0.268871, Agg: 0.348136
train [51/1000][6600/6660] n_relations: 3918, Loss: 0.362102, Agg: 0.348423
train [51/1000] Loss: 0.3484, Best valid: 0.3526
valid [51/1000][0/740] n_relations: 11872, Loss: 0.225669, Agg: 0.225669
valid [51/1000][200/740] n_relations: 13927, Loss: 0.253155, Agg: 0.369772
valid [51/1000][400/740] n_relations: 11193, Loss: 0.336709, Agg: 0.341341
valid [51/1000][600/740] n_relations: 7175, Loss: 0.381414, Agg: 0.351700
valid [51/1000] Loss: 0.3529, Best valid: 0.3526
train [52/1000][0/6660] n_relations: 14741, Loss: 0.475113, Agg: 0.475113
train [52/1000][200/6660] n_relations: 14962, Loss: 0.396454, Agg: 0.348062
train [52/1000][400/6660] n_relations: 7879, Loss: 0.259077, Agg: 0.349995
train [52/1000][600/6660] n_relations: 10050, Loss: 0.196795, Agg: 0.348343
train [52/1000][800/6660] n_relations: 7773, Loss: 0.220402, Agg: 0.347415
train [52/1000][1000/6660] n_relations: 8181, Loss: 0.254830, Agg: 0.345411
train [52/1000][1200/6660] n_relations: 9509, Loss: 0.409905, Agg: 0.345540
train [52/1000][1400/6660] n_relations: 21116, Loss: 0.320377, Agg: 0.346546
train [52/1000][1600/6660] n_relations: 9717, Loss: 0.378776, Agg: 0.345386
train [52/1000][1800/6660] n_relations: 10403, Loss: 0.563139, Agg: 0.346001
train [52/1000][2000/6660] n_relations: 18056, Loss: 0.260707, Agg: 0.345683
train [52/1000][2200/6660] n_relations: 6579, Loss: 0.352876, Agg: 0.346332
train [52/1000][2400/6660] n_relations: 4986, Loss: 0.221079, Agg: 0.345937
train [52/1000][2600/6660] n_relations: 14098, Loss: 0.248896, Agg: 0.346367
train [52/1000][2800/6660] n_relations: 18943, Loss: 0.286041, Agg: 0.347008
train [52/1000][3000/6660] n_relations: 13235, Loss: 0.312308, Agg: 0.347082
train [52/1000][3200/6660] n_relations: 14122, Loss: 0.273230, Agg: 0.347267
train [52/1000][3400/6660] n_relations: 10207, Loss: 0.325389, Agg: 0.347212
train [52/1000][3600/6660] n_relations: 14050, Loss: 0.389670, Agg: 0.347170
train [52/1000][3800/6660] n_relations: 4696, Loss: 0.298253, Agg: 0.347006
train [52/1000][4000/6660] n_relations: 13263, Loss: 0.260360, Agg: 0.347357
train [52/1000][4200/6660] n_relations: 6449, Loss: 0.303935, Agg: 0.347367
train [52/1000][4400/6660] n_relations: 9326, Loss: 0.223149, Agg: 0.347549
train [52/1000][4600/6660] n_relations: 7941, Loss: 0.541157, Agg: 0.347282
train [52/1000][4800/6660] n_relations: 10562, Loss: 0.419513, Agg: 0.347229
train [52/1000][5000/6660] n_relations: 6161, Loss: 0.371398, Agg: 0.346963
train [52/1000][5200/6660] n_relations: 13481, Loss: 0.271422, Agg: 0.347055
train [52/1000][5400/6660] n_relations: 9942, Loss: 0.323264, Agg: 0.347334
train [52/1000][5600/6660] n_relations: 10169, Loss: 0.274191, Agg: 0.346763
train [52/1000][5800/6660] n_relations: 15389, Loss: 0.304222, Agg: 0.346923
train [52/1000][6000/6660] n_relations: 6839, Loss: 0.322388, Agg: 0.346914
train [52/1000][6200/6660] n_relations: 22924, Loss: 0.394722, Agg: 0.346608
train [52/1000][6400/6660] n_relations: 13571, Loss: 0.402752, Agg: 0.346526
train [52/1000][6600/6660] n_relations: 12122, Loss: 0.513458, Agg: 0.346331
train [52/1000] Loss: 0.3463, Best valid: 0.3526
valid [52/1000][0/740] n_relations: 11872, Loss: 0.225505, Agg: 0.225505
valid [52/1000][200/740] n_relations: 13927, Loss: 0.250240, Agg: 0.366037
valid [52/1000][400/740] n_relations: 11193, Loss: 0.333768, Agg: 0.336807
valid [52/1000][600/740] n_relations: 7175, Loss: 0.353647, Agg: 0.346867
valid [52/1000] Loss: 0.3483, Best valid: 0.3526
train [53/1000][0/6660] n_relations: 7773, Loss: 0.215547, Agg: 0.215547
train [53/1000][200/6660] n_relations: 4770, Loss: 0.403122, Agg: 0.341232
train [53/1000][400/6660] n_relations: 4763, Loss: 0.339675, Agg: 0.342048
train [53/1000][600/6660] n_relations: 4700, Loss: 0.390609, Agg: 0.341245
train [53/1000][800/6660] n_relations: 11363, Loss: 0.395804, Agg: 0.341980
train [53/1000][1000/6660] n_relations: 12104, Loss: 0.285630, Agg: 0.343792
train [53/1000][1200/6660] n_relations: 7107, Loss: 0.296008, Agg: 0.344121
train [53/1000][1400/6660] n_relations: 11381, Loss: 0.259292, Agg: 0.343919
train [53/1000][1600/6660] n_relations: 19390, Loss: 0.392336, Agg: 0.344271
train [53/1000][1800/6660] n_relations: 9911, Loss: 0.278255, Agg: 0.343350
train [53/1000][2000/6660] n_relations: 4164, Loss: 0.317634, Agg: 0.343059
train [53/1000][2200/6660] n_relations: 17166, Loss: 0.363106, Agg: 0.342889
train [53/1000][2400/6660] n_relations: 19188, Loss: 0.252788, Agg: 0.343084
train [53/1000][2600/6660] n_relations: 8031, Loss: 0.328940, Agg: 0.343589
train [53/1000][2800/6660] n_relations: 6388, Loss: 0.335558, Agg: 0.343981
train [53/1000][3000/6660] n_relations: 9369, Loss: 0.332825, Agg: 0.344390
train [53/1000][3200/6660] n_relations: 6119, Loss: 0.354194, Agg: 0.343675
train [53/1000][3400/6660] n_relations: 13550, Loss: 0.271658, Agg: 0.343880
train [53/1000][3600/6660] n_relations: 5352, Loss: 0.434536, Agg: 0.344657
train [53/1000][3800/6660] n_relations: 5435, Loss: 0.204527, Agg: 0.344463
train [53/1000][4000/6660] n_relations: 5218, Loss: 0.362245, Agg: 0.344494
train [53/1000][4200/6660] n_relations: 22839, Loss: 0.370343, Agg: 0.344645
train [53/1000][4400/6660] n_relations: 3891, Loss: 0.235581, Agg: 0.344426
train [53/1000][4600/6660] n_relations: 9888, Loss: 0.237923, Agg: 0.344728
train [53/1000][4800/6660] n_relations: 5191, Loss: 0.338421, Agg: 0.344871
train [53/1000][5000/6660] n_relations: 10702, Loss: 0.399712, Agg: 0.344780
train [53/1000][5200/6660] n_relations: 17547, Loss: 0.428295, Agg: 0.344972
train [53/1000][5400/6660] n_relations: 19506, Loss: 0.327245, Agg: 0.345474
train [53/1000][5600/6660] n_relations: 5227, Loss: 0.503867, Agg: 0.345572
train [53/1000][5800/6660] n_relations: 19014, Loss: 0.290992, Agg: 0.345476
train [53/1000][6000/6660] n_relations: 20027, Loss: 0.412509, Agg: 0.345868
train [53/1000][6200/6660] n_relations: 6284, Loss: 0.339162, Agg: 0.345589
train [53/1000][6400/6660] n_relations: 19090, Loss: 0.367203, Agg: 0.345496
train [53/1000][6600/6660] n_relations: 21109, Loss: 0.258135, Agg: 0.345481
train [53/1000] Loss: 0.3455, Best valid: 0.3483
valid [53/1000][0/740] n_relations: 11872, Loss: 0.127538, Agg: 0.127538
valid [53/1000][200/740] n_relations: 13927, Loss: 0.247468, Agg: 0.366301
valid [53/1000][400/740] n_relations: 11193, Loss: 0.335375, Agg: 0.336950
